Row ID,Original URL,Normalized URL,Host variant,Scheme,Path,Page type,Topic/service,State/city inferred from slug,Export HTTP status,Live HTTP status,Canonical status,Page title,Referring domains,Top DR,UR,Total links,Dofollow,Nofollow,New links,Lost links,Redirect count (export metric),First seen,Last seen,Variant group size,Estimated business importance,Priority,Migration risk,Recommended action,Destination URL,Reason,Review flags,Missing data,Review status
URL-082,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-louisiana/,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-louisiana/,temporary123.com,https,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-louisiana/,Service/location candidate,Restroom trailers,Louisiana,,Not verified,Unknown,,1,10,,4,4,0,0,4,0,2026-04-14 12:55:58,2026-04-15 04:57:55,2,Unverified,E,Unresolved,Escalate for manual review,Unassigned — production origin/content unapproved,Insufficient content and backlink source evidence,Live fetch/indexability unresolved,Source URLs; Anchor text; Link context; Live canonical; Google indexation; Traffic/conversions; Business coverage; Approved target origin,Pending owner and source-level evidence
URL-083,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-maryland/,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-maryland/,temporary123.com,https,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-maryland/,Service/location candidate,Restroom trailers,Maryland,,Not verified,Unknown,,1,10,,2,2,0,0,2,0,2026-04-14 21:53:20,2026-04-15 04:57:55,2,Unverified,C,Unresolved,Escalate for manual review,Unassigned — production origin/content unapproved,Manual quality review before any migration decision,Repeated aggregate metrics; not proof of duplicate content; Live fetch/indexability unresolved,Source URLs; Anchor text; Link context; Live canonical; Google indexation; Traffic/conversions; Business coverage; Approved target origin,Pending owner and source-level evidence
URL-084,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-massachusetts/,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-massachusetts/,temporary123.com,https,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-massachusetts/,Service/location candidate,Restroom trailers,Massachusetts,,Not verified,Unknown,,1,10,,2,2,0,0,2,0,2026-04-14 21:53:20,2026-04-15 04:57:55,2,Unverified,C,Unresolved,Escalate for manual review,Unassigned — production origin/content unapproved,Manual quality review before any migration decision,Repeated aggregate metrics; not proof of duplicate content; Live fetch/indexability unresolved,Source URLs; Anchor text; Link context; Live canonical; Google indexation; Traffic/conversions; Business coverage; Approved target origin,Pending owner and source-level evidence
URL-085,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-michigan/,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-michigan/,temporary123.com,https,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-michigan/,Service/location candidate,Restroom trailers,Michigan,,Not verified,Unknown,,1,10,,2,2,0,0,2,0,2026-04-14 21:53:20,2026-04-15 04:57:55,2,Unverified,C,Unresolved,Escalate for manual review,Unassigned — production origin/content unapproved,Manual quality review before any migration decision,Repeated aggregate metrics; not proof of duplicate content; Live fetch/indexability unresolved,Source URLs; Anchor text; Link context; Live canonical; Google indexation; Traffic/conversions; Business coverage; Approved target origin,Pending owner and source-level evidence
URL-086,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-mississippi/,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-mississippi/,temporary123.com,https,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-mississippi/,Service/location candidate,Restroom trailers,Mississippi,,Not verified,Unknown,,1,10,,2,2,0,0,2,0,2026-04-14 21:53:20,2026-04-15 04:57:55,2,Unverified,C,Unresolved,Escalate for manual review,Unassigned — production origin/content unapproved,Manual quality review before any migration decision,Repeated aggregate metrics; not proof of duplicate content; Live fetch/indexability unresolved,Source URLs; Anchor text; Link context; Live canonical; Google indexation; Traffic/conversions; Business coverage; Approved target origin,Pending owner and source-level evidence
URL-087,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-nevada/,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-nevada/,temporary123.com,https,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-nevada/,Service/location candidate,Restroom trailers,Nevada,,Not verified,Unknown,,1,10,,2,2,0,0,2,0,2026-04-14 21:53:20,2026-04-15 04:57:55,2,Unverified,C,Unresolved,Escalate for manual review,Unassigned — production origin/content unapproved,Manual quality review before any migration decision,Repeated aggregate metrics; not proof of duplicate content; Live fetch/indexability unresolved,Source URLs; Anchor text; Link context; Live canonical; Google indexation; Traffic/conversions; Business coverage; Approved target origin,Pending owner and source-level evidence
URL-088,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-new-hampshire/,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-new-hampshire/,temporary123.com,https,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-new-hampshire/,Service/location candidate,Restroom trailers,New Hampshire,,Not verified,Unknown,,1,10,,2,2,0,0,2,0,2026-04-14 21:53:20,2026-04-15 04:57:55,2,Unverified,C,Unresolved,Escalate for manual review,Unassigned — production origin/content unapproved,Manual quality review before any migration decision,Repeated aggregate metrics; not proof of duplicate content; Live fetch/indexability unresolved,Source URLs; Anchor text; Link context; Live canonical; Google indexation; Traffic/conversions; Business coverage; Approved target origin,Pending owner and source-level evidence
URL-089,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-new-jersey/,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-new-jersey/,temporary123.com,https,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-new-jersey/,Service/location candidate,Restroom trailers,New Jersey,,Not verified,Unknown,,1,10,,2,2,0,0,2,0,2026-04-14 21:53:20,2026-04-15 04:57:55,2,Unverified,C,Unresolved,Escalate for manual review,Unassigned — production origin/content unapproved,Manual quality review before any migration decision,Repeated aggregate metrics; not proof of duplicate content; Live fetch/indexability unresolved,Source URLs; Anchor text; Link context; Live canonical; Google indexation; Traffic/conversions; Business coverage; Approved target origin,Pending owner and source-level evidence
URL-090,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-north-dakota/,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-north-dakota/,temporary123.com,https,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-north-dakota/,Service/location candidate,Restroom trailers,North Dakota,,Not verified,Unknown,,1,10,,3,3,0,0,3,0,2026-04-14 13:28:27,2026-04-15 04:57:55,2,Unverified,E,Unresolved,Escalate for manual review,Unassigned — production origin/content unapproved,Insufficient content and backlink source evidence,Live fetch/indexability unresolved,Source URLs; Anchor text; Link context; Live canonical; Google indexation; Traffic/conversions; Business coverage; Approved target origin,Pending owner and source-level evidence
URL-091,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-oklahoma/,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-oklahoma/,temporary123.com,https,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-oklahoma/,Service/location candidate,Restroom trailers,Oklahoma,,Not verified,Unknown,,1,10,,2,2,0,0,2,0,2026-04-14 21:53:20,2026-04-15 04:57:55,2,Unverified,C,Unresolved,Escalate for manual review,Unassigned — production origin/content unapproved,Manual quality review before any migration decision,Repeated aggregate metrics; not proof of duplicate content; Live fetch/indexability unresolved,Source URLs; Anchor text; Link context; Live canonical; Google indexation; Traffic/conversions; Business coverage; Approved target origin,Pending owner and source-level evidence
URL-092,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-oregon/,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-oregon/,temporary123.com,https,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-oregon/,Service/location candidate,Restroom trailers,Oregon,200,Not verified,Unknown,"Portable Restroom Trailers in Oregon, USA – Temporary 123",1,10,0,2,2,0,0,2,0,2026-04-14 12:31:58,2026-04-14 12:41:16,2,Unverified,C,Unresolved,Escalate for manual review,Unassigned — production origin/content unapproved,Manual quality review before any migration decision,Repeated aggregate metrics; not proof of duplicate content,Source URLs; Anchor text; Link context; Live canonical; Google indexation; Traffic/conversions; Business coverage; Approved target origin,Pending owner and source-level evidence
URL-093,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-tennessee/,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-tennessee/,temporary123.com,https,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-tennessee/,Service/location candidate,Restroom trailers,Tennessee,,Not verified,Unknown,,1,10,,5,5,0,0,5,0,2026-04-14 12:16:50,2026-04-15 04:57:55,2,Unverified,E,Unresolved,Escalate for manual review,Unassigned — production origin/content unapproved,Insufficient content and backlink source evidence,Live fetch/indexability unresolved,Source URLs; Anchor text; Link context; Live canonical; Google indexation; Traffic/conversions; Business coverage; Approved target origin,Pending owner and source-level evidence
URL-094,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-washington/,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-washington/,temporary123.com,https,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-washington/,Service/location candidate,Restroom trailers,Washington,200,Not verified,Unknown,"Portable Restroom Trailers in Washington, USA – Temporary 123",1,10,0,2,2,0,0,2,0,2026-04-14 12:31:58,2026-04-14 12:41:16,2,Unverified,C,Unresolved,Escalate for manual review,Unassigned — production origin/content unapproved,Manual quality review before any migration decision,Repeated aggregate metrics; not proof of duplicate content,Source URLs; Anchor text; Link context; Live canonical; Google indexation; Traffic/conversions; Business coverage; Approved target origin,Pending owner and source-level evidence
URL-095,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-west-virginia/,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-west-virginia/,temporary123.com,https,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-west-virginia/,Service/location candidate,Restroom trailers,West Virginia,,Not verified,Unknown,,1,10,,2,2,0,0,2,0,2026-04-14 21:53:20,2026-04-15 04:57:55,2,Unverified,C,Unresolved,Escalate for manual review,Unassigned — production origin/content unapproved,Manual quality review before any migration decision,Repeated aggregate metrics; not proof of duplicate content; Live fetch/indexability unresolved,Source URLs; Anchor text; Link context; Live canonical; Google indexation; Traffic/conversions; Business coverage; Approved target origin,Pending owner and source-level evidence
URL-096,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-wyoming/,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-wyoming/,temporary123.com,https,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-wyoming/,Service/location candidate,Restroom trailers,Wyoming,,Not verified,Unknown,,1,10,,2,2,0,0,2,0,2026-04-14 21:53:20,2026-04-15 04:57:55,2,Unverified,C,Unresolved,Escalate for manual review,Unassigned — production origin/content unapproved,Manual quality review before any migration decision,Repeated aggregate metrics; not proof of duplicate content; Live fetch/indexability unresolved,Source URLs; Anchor text; Link context; Live canonical; Google indexation; Traffic/conversions; Business coverage; Approved target origin,Pending owner and source-level evidence
URL-097,https://temporary123.com/equipment-rental/shower-trailer/,https://temporary123.com/equipment-rental/shower-trailer/,temporary123.com,https,/equipment-rental/shower-trailer/,Service/location candidate,Other,Unknown,200,Not verified,Unknown,Shower Trailer Rental in USA – Temporary 123,1,56,4.4,178,178,0,0,0,0,2026-04-10 07:27:54,2026-04-17 15:33:23,2,Unverified,C,Unresolved,Escalate for manual review,Unassigned — production origin/content unapproved,Manual quality review before any migration decision,Repeated aggregate metrics; not proof of duplicate content,Source URLs; Anchor text; Link context; Live canonical; Google indexation; Traffic/conversions; Business coverage; Approved target origin,Pending owner and source-level evidence
URL-098,https://temporary123.com/equipment-rental/stair-rental/,https://temporary123.com/equipment-rental/stair-rental/,temporary123.com,https,/equipment-rental/stair-rental/,Service/location candidate,Other,Unknown,200,Not verified,Unknown,STAIR RENTAL – Temporary 123,1,56,0,107,107,0,0,0,0,2026-04-10 07:27:54,2026-04-17 15:33:23,2,Unverified,C,Unresolved,Escalate for manual review,Unassigned — production origin/content unapproved,Review commercial relevance and equivalent content,,Source URLs; Anchor text; Link context; Live canonical; Google indexation; Traffic/conversions; Business coverage; Approved target origin,Pending owner and source-level evidence
URL-099,https://temporary123.com/equipment-rental/waste-container/,https://temporary123.com/equipment-rental/waste-container/,temporary123.com,https,/equipment-rental/waste-container/,Service/location candidate,Other,Unknown,200,Not verified,Unknown,WASTE CONTAINER – Temporary 123,1,56,0,105,105,0,0,0,0,2026-04-10 06:09:17,2026-04-17 15:33:23,2,Unverified,C,Unresolved,Escalate for manual review,Unassigned — production origin/content unapproved,Review commercial relevance and equivalent content,,Source URLs; Anchor text; Link context; Live canonical; Google indexation; Traffic/conversions; Business coverage; Approved target origin,Pending owner and source-level evidence
URL-100,https://temporary123.com/equipment-rental/wastewater-and-freshwater-container/,https://temporary123.com/equipment-rental/wastewater-and-freshwater-container/,temporary123.com,https,/equipment-rental/wastewater-and-freshwater-container/,Service/location candidate,Other,Unknown,403,Not verified,Unknown,,1,56,0,107,107,0,0,0,0,2026-04-10 07:27:54,2026-04-17 15:33:23,2,Unverified,E,Unresolved,Escalate for manual review,Unassigned — production origin/content unapproved,Insufficient content and backlink source evidence,Live fetch/indexability unresolved,Source URLs; Anchor text; Link context; Live canonical; Google indexation; Traffic/conversions; Business coverage; Approved target origin,Pending owner and source-level evidence
URL-101,https://temporary123.com/government/correctional-facilities/,https://temporary123.com/government/correctional-facilities/,temporary123.com,https,/government/correctional-facilities/,Service/location candidate,Other,Unknown,200,Not verified,Unknown,Correctional Facilities – Temporary 123,1,0,0,1,1,0,0,0,0,2026-06-23 16:43:25,2026-08-24 19:27:13,2,Unverified,C,Unresolved,Escalate for manual review,Unassigned — production origin/content unapproved,Review commercial relevance and equivalent content,,Source URLs; Anchor text; Link context; Live canonical; Google indexation; Traffic/conversions; Business coverage; Approved target origin,Pending owner and source-level evidence
URL-102,https://temporary123.com/mobile-kitchen-trailer-rental/,https://temporary123.com/mobile-kitchen-trailer-rental/,temporary123.com,https,/mobile-kitchen-trailer-rental/,Service/location candidate,Mobile kitchens,Unknown,,Not verified,Unknown,,1,68,,1,1,0,1,0,0,2026-08-24 22:05:49,2026-08-24 22:05:49,1,Unverified,C,Unresolved,Escalate for manual review,Unassigned — production origin/content unapproved,Manual quality review before any migration decision,Repeated aggregate metrics; not proof of duplicate content; Live fetch/indexability unresolved,Source URLs; Anchor text; Link context; Live canonical; Google indexation; Traffic/conversions; Business coverage; Approved target origin,Pending owner and source-level evidence
URL-103,https://temporary123.com/portable-dishwashing-trailer-rental/,https://temporary123.com/portable-dishwashing-trailer-rental/,temporary123.com,https,/portable-dishwashing-trailer-rental/,Service/location candidate,Other,Unknown,,Not verified,Unknown,,1,68,,1,1,0,1,0,0,2026-08-24 22:05:49,2026-08-24 22:05:49,1,Unverified,C,Unresolved,Escalate for manual review,Unassigned — production origin/content unapproved,Manual quality review before any migration decision,Repeated aggregate metrics; not proof of duplicate content; Live fetch/indexability unresolved,Source URLs; Anchor text; Link context; Live canonical; Google indexation; Traffic/conversions; Business coverage; Approved target origin,Pending owner and source-level evidence
URL-104,https://temporary123.com/remote-containerized-military-berthing-solution-for-rent/,https://temporary123.com/remote-containerized-military-berthing-solution-for-rent/,temporary123.com,https,/remote-containerized-military-berthing-solution-for-rent/,Service/location candidate,Workforce housing,Unknown,200,Not verified,Unknown,Remote Containerized Military Berthing Solution | Temporary 123 – Temporary 123,1,0,0,1,1,0,0,0,0,2026-05-13 05:09:55,2026-07-16 17:51:11,1,Unverified,C,Unresolved,Escalate for manual review,Unassigned — production origin/content unapproved,Review commercial relevance and equivalent content,,Source URLs; Anchor text; Link context; Live canonical; Google indexation; Traffic/conversions; Business coverage; Approved target origin,Pending owner and source-level evidence
URL-105,https://temporary123.com/remote-workforce-house-company-in-alabama/,https://temporary123.com/remote-workforce-house-company-in-alabama/,temporary123.com,https,/remote-workforce-house-company-in-alabama/,Service/location candidate,Workforce housing,Alabama,200,Not verified,Unknown,Remote Workforce House Company in Alabama – Temporary 123,1,56,4.4,4494,4494,0,0,694,0,2026-04-09 03:29:00,2026-04-17 16:38:40,2,Unverified,C,High,Escalate for manual review,Unassigned — production origin/content unapproved,Manual quality review before any migration decision,Possible sitewide pattern; source review required,Source URLs; Anchor text; Link context; Live canonical; Google indexation; Traffic/conversions; Business coverage; Approved target origin,Pending owner and source-level evidence
URL-106,https://temporary123.com/remote-workforce-housing-rentals-in-arizona/,https://temporary123.com/remote-workforce-housing-rentals-in-arizona/,temporary123.com,https,/remote-workforce-housing-rentals-in-arizona/,Service/location candidate,Workforce housing,Arizona,403,Not verified,Unknown,,1,56,4.4,2313,2313,0,0,0,0,2026-04-17 08:45:47,2026-04-17 16:38:40,2,Unverified,C,High,Escalate for manual review,Unassigned — production origin/content unapproved,Manual quality review before any migration decision,Possible sitewide pattern; source review required; Live fetch/indexability unresolved,Source URLs; Anchor text; Link context; Live canonical; Google indexation; Traffic/conversions; Business coverage; Approved target origin,Pending owner and source-level evidence
URL-107,https://temporary123.com/restroom-trailer-rental/,https://temporary123.com/restroom-trailer-rental/,temporary123.com,https,/restroom-trailer-rental/,Service/location candidate,Restroom trailers,Unknown,,Not verified,Unknown,,1,68,,1,1,0,1,0,0,2026-08-24 22:05:49,2026-08-24 22:05:49,1,Unverified,C,Unresolved,Escalate for manual review,Unassigned — production origin/content unapproved,Manual quality review before any migration decision,Repeated aggregate metrics; not proof of duplicate content; Live fetch/indexability unresolved,Source URLs; Anchor text; Link context; Live canonical; Google indexation; Traffic/conversions; Business coverage; Approved target origin,Pending owner and source-level evidence
URL-108,https://temporary123.com/shop/,https://temporary123.com/shop/,temporary123.com,https,/shop/,Service/location candidate,Other,Unknown,,Not verified,Unknown,,1,41,,1,0,1,1,0,0,2026-08-29 02:29:18,2026-08-29 02:29:18,1,Unverified,E,Unresolved,Escalate for manual review,Unassigned — production origin/content unapproved,Insufficient content and backlink source evidence,Live fetch/indexability unresolved,Source URLs; Anchor text; Link context; Live canonical; Google indexation; Traffic/conversions; Business coverage; Approved target origin,Pending owner and source-level evidence
URL-109,https://temporary123.com/shower-trailer-rental/,https://temporary123.com/shower-trailer-rental/,temporary123.com,https,/shower-trailer-rental/,Service/location candidate,Other,Unknown,,Not verified,Unknown,,1,68,,1,1,0,1,0,0,2026-08-24 22:05:49,2026-08-24 22:05:49,1,Unverified,C,Unresolved,Escalate for manual review,Unassigned — production origin/content unapproved,Manual quality review before any migration decision,Repeated aggregate metrics; not proof of duplicate content; Live fetch/indexability unresolved,Source URLs; Anchor text; Link context; Live canonical; Google indexation; Traffic/conversions; Business coverage; Approved target origin,Pending owner and source-level evidence
URL-110,https://temporary123.com/sleeper-trailer-rental/,https://temporary123.com/sleeper-trailer-rental/,temporary123.com,https,/sleeper-trailer-rental/,Service/location candidate,Other,Unknown,,Not verified,Unknown,,1,68,,1,1,0,1,0,0,2026-08-24 22:05:49,2026-08-24 22:05:49,1,Unverified,C,Unresolved,Escalate for manual review,Unassigned — production origin/content unapproved,Manual quality review before any migration decision,Repeated aggregate metrics; not proof of duplicate content; Live fetch/indexability unresolved,Source URLs; Anchor text; Link context; Live canonical; Google indexation; Traffic/conversions; Business coverage; Approved target origin,Pending owner and source-level evidence
URL-111,https://temporary123.com/workforce-housing-shelters-in-colorado/,https://temporary123.com/workforce-housing-shelters-in-colorado/,temporary123.com,https,/workforce-housing-shelters-in-colorado/,Service/location candidate,Workforce housing,Colorado,403,Not verified,Unknown,,1,56,0,45,45,0,0,0,0,2026-04-17 11:03:56,2026-04-17 15:33:23,2,Unverified,E,Unresolved,Escalate for manual review,Unassigned — production origin/content unapproved,Insufficient content and backlink source evidence,Live fetch/indexability unresolved,Source URLs; Anchor text; Link context; Live canonical; Google indexation; Traffic/conversions; Business coverage; Approved target origin,Pending owner and source-level evidence
URL-112,https://www.temporary123.com/catering/,https://temporary123.com/catering/,www.temporary123.com,https,/catering/,Service/location candidate,Other,Unknown,,Not verified,Unknown,,1,8,,1,0,1,0,0,0,2026-05-30 06:36:42,2026-05-30 06:36:42,1,Unverified,E,Unresolved,Escalate for manual review,Unassigned — production origin/content unapproved,Insufficient content and backlink source evidence,Live fetch/indexability unresolved,Source URLs; Anchor text; Link context; Live canonical; Google indexation; Traffic/conversions; Business coverage; Approved target origin,Pending owner and source-level evidence
URL-113,https://www.temporary123.com/containerized-shower-trailers/,https://temporary123.com/containerized-shower-trailers/,www.temporary123.com,https,/containerized-shower-trailers/,Service/location candidate,Other,Unknown,301,Not verified,Unknown,,1,66,4.6,1,1,0,0,0,0,2025-12-22 05:54:16,2026-08-19 06:54:30,2,Unverified,E,Unresolved,Escalate for manual review,Unassigned — production origin/content unapproved,Insufficient content and backlink source evidence,,Source URLs; Anchor text; Link context; Live canonical; Google indexation; Traffic/conversions; Business coverage; Approved target origin,Pending owner and source-level evidence
URL-114,https://www.temporary123.com/emergency-migrant-containerized-living-spaces/,https://temporary123.com/emergency-migrant-containerized-living-spaces/,www.temporary123.com,https,/emergency-migrant-containerized-living-spaces/,Service/location candidate,Other,Unknown,301,Not verified,Unknown,,1,61,4.6,1,1,0,1,0,0,2026-08-20 14:41:38,2026-09-03 14:42:54,2,Unverified,E,Unresolved,Escalate for manual review,Unassigned — production origin/content unapproved,Insufficient content and backlink source evidence,,Source URLs; Anchor text; Link context; Live canonical; Google indexation; Traffic/conversions; Business coverage; Approved target origin,Pending owner and source-level evidence
URL-115,https://www.temporary123.com/emergency-workforce-housing-in-california/,https://temporary123.com/emergency-workforce-housing-in-california/,www.temporary123.com,https,/emergency-workforce-housing-in-california/,Service/location candidate,Workforce housing,California,403,Not verified,Unknown,,1,56,4.8,88,88,0,0,0,0,2023-07-15 00:19:57,2026-04-17 15:33:23,1,Unverified,E,Unresolved,Escalate for manual review,Unassigned — production origin/content unapproved,Insufficient content and backlink source evidence,Live fetch/indexability unresolved,Source URLs; Anchor text; Link context; Live canonical; Google indexation; Traffic/conversions; Business coverage; Approved target origin,Pending owner and source-level evidence
URL-116,https://www.temporary123.com/equipment-rental/breakroom-trailer/,https://temporary123.com/equipment-rental/breakroom-trailer/,www.temporary123.com,https,/equipment-rental/breakroom-trailer/,Service/location candidate,Other,Unknown,301,Not verified,Unknown,,1,56,4.6,343,343,0,0,0,0,2023-09-05 05:40:09,2026-04-17 15:33:23,2,Unverified,C,Unresolved,Escalate for manual review,Unassigned — production origin/content unapproved,Manual quality review before any migration decision,Repeated aggregate metrics; not proof of duplicate content,Source URLs; Anchor text; Link context; Live canonical; Google indexation; Traffic/conversions; Business coverage; Approved target origin,Pending owner and source-level evidence
URL-117,https://www.temporary123.com/equipment-rental/command-center-trailers/,https://temporary123.com/equipment-rental/command-center-trailers/,www.temporary123.com,https,/equipment-rental/command-center-trailers/,Service/location candidate,Other,Unknown,301,Not verified,Unknown,,1,56,4.6,343,343,0,0,0,0,2023-09-05 05:40:09,2026-04-17 15:33:23,2,Unverified,C,Unresolved,Escalate for manual review,Unassigned — production origin/content unapproved,Manual quality review before any migration decision,Repeated aggregate metrics; not proof of duplicate content,Source URLs; Anchor text; Link context; Live canonical; Google indexation; Traffic/conversions; Business coverage; Approved target origin,Pending owner and source-level evidence
URL-118,https://www.temporary123.com/equipment-rental/decontamination-trailers/,https://temporary123.com/equipment-rental/decontamination-trailers/,www.temporary123.com,https,/equipment-rental/decontamination-trailers/,Service/location candidate,Other,Unknown,301,Not verified,Unknown,,1,56,4.6,343,343,0,0,0,0,2023-09-05 05:40:09,2026-04-17 15:33:23,2,Unverified,C,Unresolved,Escalate for manual review,Unassigned — production origin/content unapproved,Manual quality review before any migration decision,Repeated aggregate metrics; not proof of duplicate content,Source URLs; Anchor text; Link context; Live canonical; Google indexation; Traffic/conversions; Business coverage; Approved target origin,Pending owner and source-level evidence
URL-119,https://www.temporary123.com/equipment-rental/dump-rental/,https://temporary123.com/equipment-rental/dump-rental/,www.temporary123.com,https,/equipment-rental/dump-rental/,Service/location candidate,Other,Unknown,301,Not verified,Unknown,,1,56,4.6,239,239,0,0,0,0,2023-09-05 05:40:09,2026-04-17 15:33:23,2,Unverified,C,Unresolved,Escalate for manual review,Unassigned — production origin/content unapproved,Manual quality review before any migration decision,Repeated aggregate metrics; not proof of duplicate content,Source URLs; Anchor text; Link context; Live canonical; Google indexation; Traffic/conversions; Business coverage; Approved target origin,Pending owner and source-level evidence
URL-120,https://www.temporary123.com/equipment-rental/generator-trailers/,https://temporary123.com/equipment-rental/generator-trailers/,www.temporary123.com,https,/equipment-rental/generator-trailers/,Service/location candidate,Other,Unknown,301,Not verified,Unknown,,1,56,4.6,239,239,0,0,0,0,2023-09-05 05:40:09,2026-04-17 15:33:23,2,Unverified,C,Unresolved,Escalate for manual review,Unassigned — production origin/content unapproved,Manual quality review before any migration decision,Repeated aggregate metrics; not proof of duplicate content,Source URLs; Anchor text; Link context; Live canonical; Google indexation; Traffic/conversions; Business coverage; Approved target origin,Pending owner and source-level evidence
URL-121,https://www.temporary123.com/equipment-rental/mobile-office-trailers/,https://temporary123.com/equipment-rental/mobile-office-trailers/,www.temporary123.com,https,/equipment-rental/mobile-office-trailers/,Service/location candidate,Other,Unknown,301,Not verified,Unknown,,1,56,4.6,343,343,0,0,0,0,2023-09-05 05:40:09,2026-04-17 15:33:23,2,Unverified,C,Unresolved,Escalate for manual review,Unassigned — production origin/content unapproved,Manual quality review before any migration decision,Repeated aggregate metrics; not proof of duplicate content,Source URLs; Anchor text; Link context; Live canonical; Google indexation; Traffic/conversions; Business coverage; Approved target origin,Pending owner and source-level evidence
URL-122,https://www.temporary123.com/equipment-rental/multi-trailer/,https://temporary123.com/equipment-rental/multi-trailer/,www.temporary123.com,https,/equipment-rental/multi-trailer/,Service/location candidate,Other,Unknown,301,Not verified,Unknown,,1,56,4.6,343,343,0,0,0,0,2023-09-05 05:40:09,2026-04-17 15:33:23,2,Unverified,C,Unresolved,Escalate for manual review,Unassigned — production origin/content unapproved,Manual quality review before any migration decision,Repeated aggregate metrics; not proof of duplicate content,Source URLs; Anchor text; Link context; Live canonical; Google indexation; Traffic/conversions; Business coverage; Approved target origin,Pending owner and source-level evidence
URL-123,https://www.temporary123.com/equipment-rental/port-potties-and-port-johns/,https://temporary123.com/equipment-rental/port-potties-and-port-johns/,www.temporary123.com,https,/equipment-rental/port-potties-and-port-johns/,Service/location candidate,Other,Unknown,301,Not verified,Unknown,,1,56,4.6,239,239,0,0,0,0,2023-09-05 05:40:09,2026-04-17 15:33:23,2,Unverified,C,Unresolved,Escalate for manual review,Unassigned — production origin/content unapproved,Manual quality review before any migration decision,Repeated aggregate metrics; not proof of duplicate content,Source URLs; Anchor text; Link context; Live canonical; Google indexation; Traffic/conversions; Business coverage; Approved target origin,Pending owner and source-level evidence
URL-124,https://www.temporary123.com/equipment-rental/ramp-rental/,https://temporary123.com/equipment-rental/ramp-rental/,www.temporary123.com,https,/equipment-rental/ramp-rental/,Service/location candidate,Other,Unknown,301,Not verified,Unknown,,1,56,4.6,239,239,0,0,0,0,2023-09-05 05:40:09,2026-04-17 15:33:23,2,Unverified,C,Unresolved,Escalate for manual review,Unassigned — production origin/content unapproved,Manual quality review before any migration decision,Repeated aggregate metrics; not proof of duplicate content,Source URLs; Anchor text; Link context; Live canonical; Google indexation; Traffic/conversions; Business coverage; Approved target origin,Pending owner and source-level evidence
